,Tweet_Text,created,Twitter_screenname,Followers,id,location
0,RT @TrichyAviation: @STANLEY97783921 @TataCompanies @airvistara @FlyWithIX @IndiGo6E @flyscoot @ChangiAirport @SingaporeAir @SingaporeCAAS…,2022-05-07 18:12:28+00:00,mi_habeeb,27,1.523E+18,Namakkal
1,"RT @airvistara: Fly Daily Direct to Delhi, Mumbai and Bengaluru from Coimbatore and rekindle the joy of Travelling.",2022-05-07 18:12:12+00:00,iam_KuttyPrem,262,1.523E+18,Cuddalore_M.Pudhur
2,"RT @TrichyAviation: 🇸🇬 16,287 pax with 90% of load were travelled from Trichy to Singapore during April. Singapore Airlines / Vistara will…",2022-05-07 18:11:46+00:00,mi_habeeb,27,1.523E+18,Namakkal
3,I mostly tweet about bad experiences with brands but this one's different. @airvistara really seems to have upped the entire experience. Even the spread and quality of food is markedly enhanced than what i saw 100 days ago. #UK776,2022-05-07 18:11:33+00:00,tirthankar_s,419,1.523E+18,Mumbai
4,"@i_thyagarajubm @airvistara Coming to Mysuru, sir?",2022-05-07 17:47:46+00:00,thestratink,41,1.523E+18,
5,@sandipsabharwal @DGCA_India @JM_Scindia @airvistara Wasted a day and paid for room in chennai and Delhi. I will never again book tickets in @airvistara,2022-05-07 17:44:39+00:00,Thiyanes7,11,1.523E+18,
6,"@sandipsabharwal @DGCA_India @JM_Scindia At last they convinced me and arranged tickets to delhi on the same day evening, and next morning to kolkata instead of direct flight from chennai to kolkata @airvistara",2022-05-07 17:42:36+00:00,Thiyanes7,11,1.523E+18,
7,"@TajHotels Done 👍 
Waiting for @airindiain @airvistara @StarbucksIndia

Thank You",2022-05-07 17:42:10+00:00,RDXThinksThat,31071,1.523E+18,India
8,"RT @cskkanu: @TheSanjivKapoor What about this news article

Indian Men will not allow any kind of #MaleHatred now

We cannot accept your su…",2022-05-07 17:38:44+00:00,GSBorikar,487,1.52299E+18,"मुंबई, भारत"
9,RT @Amit16851728: @cskkanu @TheSanjivKapoor @IndiGo6E @airvistara @airindiain @GEAviation @vaastavngo @sifchandigarh @SFFNGO @DaamanNGO @si…,2022-05-07 17:38:40+00:00,GSBorikar,487,1.52299E+18,"मुंबई, भारत"
11,"RT @airvistara: When the food is as aesthetic as the view from 35,000 ft! 🍴✈️
 
Thank you for this delicious shot, @rahulstuffs 
The next t…",2022-05-07 17:36:53+00:00,deepakmahadeva3,60,1.52299E+18,
12,@airvistara Thank you so much. 🙏,2022-05-07 17:23:26+00:00,Jackie22_35,39,1.52299E+18,
13,"@VedBorah @airvistara @airvistara  infact is better then erstwhile   Jet airways. I was a ff with platinum status. Plenty of onboard entertainment ,Quality food, abundant legroom with USB charging fascility.Going great just waitingto see them. Connect tie",2022-05-07 17:18:05+00:00,The_right_guy76,73,1.52299E+18,"Vadodara, Gujarat, India"
15,"@madhukishwar @airindiain @RNTata2000 Next time try @airvistara another Tata venture,",2022-05-07 17:03:42+00:00,SwaRajYogiRaj,516,1.52299E+18,
16,@amar1301 @AeroSaleem @jetairways @TheSanjivKapoor @IndiGo6E @airvistara @airindiain @AirAsiaIndia @DGCAIndia @JM_Scindia @rohit_malik_g Morning how are you,2022-05-07 16:55:55+00:00,Isamuha92733307,21,1.52298E+18,
17,@AeroSaleem @jetairways @TheSanjivKapoor @IndiGo6E @airvistara @airindiain @AirAsiaIndia @DGCAIndia @JM_Scindia @amar1301 @rohit_malik_g Happy birthday my friend,2022-05-07 16:54:54+00:00,Isamuha92733307,21,1.52298E+18,
18,"It’s been 30 minutes since my flight 6E 6108 has landed. There’s still not a single luggage on the belt. All the passengers are waiting. Another flight would’ve landed in this much time. 

Such a pathetic ground force. @IndiGo6E 

Hope yours is better @airindiain @airvistara . https://t.co/AVBPT7VwYj",2022-05-07 16:40:46+00:00,iamritikparmar,0,1.52298E+18,"Mumbai, India"
19,@STANLEY97783921 @TataCompanies @airvistara @FlyWithIX @IndiGo6E @flyscoot @ChangiAirport @SingaporeAir @SingaporeCAAS @aaiTRZairport @Trichyportal @TrichyTreasures @TrichyInfra @mythili3012 @VBJaganath @Ubai_h Without using Air India's slots or Jet Airwa,2022-05-07 16:38:20+00:00,TrichyAviation,4578,1.52298E+18,"Tiruchirappalli, India."
20,"@jigar_4046 @AmexIndia @British_Airways @Finnair @InterMiles @airvistara This totally depends on ur requirement.

Airmiles are best used for Business or First Class Travel and generally requires a decent number of Miles.",2022-05-07 16:23:45+00:00,tejasghongadi,4722,1.52298E+18,India
21,#UK652 no ladder or aerobridge to deplane 35 mins after stopping at #BOM #MIAL  #CSMIAL @airvistara,2022-05-07 16:20:11+00:00,the_realslim_kd,189,1.52297E+18,"Mumbai, Maharashtra"
22,"@ajayacharya @Boeing @narendramodi @airindiain @flyspicejet @airvistara @jetairways @PMOIndia All the airlines have only airbus except Spicejet and Air India Express....

And now wide bodies are also going to be Airbus 350..... Boeing pilots are missing t",2022-05-07 16:13:02+00:00,velocerere,69,1.52297E+18,
23,"@airvistara @quesadilla02 When it comes to services of #Vistara less said, the better",2022-05-07 16:12:54+00:00,mustafa1939,18,1.52297E+18,
24,@TrichyAviation @TataCompanies @airvistara @FlyWithIX @IndiGo6E @flyscoot @ChangiAirport @SingaporeAir @SingaporeCAAS @aaiTRZairport @Trichyportal @TrichyTreasures @TrichyInfra @mythili3012 @VBJaganath @Ubai_h @airvistara should seriously explore flights ,2022-05-07 16:11:52+00:00,PrakaashPal,45,1.52297E+18,
25,"@tata_neu Why @airindiain  and @airvistara  is not available on the tataneu app  this airlines  is owned by tata then ? Only air asia.
Sad to see that airindia and vistara is not there on the app.",2022-05-07 16:09:13+00:00,kalyanam_zalke,15,1.52297E+18,"Kota, Rajasthan"
26,"Hi @airvistara team, i have to catch your flight. Please guide me, where can i keep below given items, in cabin hand baggage or in checked in luggage?
1. Portable Bluetooth speaker
2. Powerbank",2022-05-07 16:08:02+00:00,Jackie22_35,39,1.52297E+18,
27,"@tejasghongadi @AmexIndia @British_Airways @Finnair @InterMiles @airvistara So is it worth it to transfer reward points to krisflyer account if you have 25k reward points , transfer all or  get taj voucher? statement credit",2022-05-07 16:07:00+00:00,jigar_4046,31,1.52297E+18,"सूरत, भारत"
28,@TrichyAviation @TataCompanies @airvistara @FlyWithIX @IndiGo6E @flyscoot @ChangiAirport @SingaporeAir @SingaporeCAAS @aaiTRZairport @Trichyportal @TrichyTreasures @TrichyInfra @mythili3012 @VBJaganath @Ubai_h It'll take years may be vistara can come forw,2022-05-07 16:02:57+00:00,STANLEY97783921,20,1.52297E+18,SALEM CITY
29,"@jigar_4046 @AmexIndia @British_Airways @Finnair @InterMiles @airvistara Remains the same.

2:1

Minimum Points required to be transferred - 800 MR Points",2022-05-07 16:01:51+00:00,tejasghongadi,4722,1.52297E+18,India
30,@sakshay_bhatia @CriticContra @airvistara @IXCUpdates @Vinamralongani @Deaphen Second frequency is All Economy ??,2022-05-07 15:59:06+00:00,pardeep649,22,1.52297E+18,"Grtr Chandigarh,India & Canada"
31,"🇸🇬 16,287 pax with 90% of load were travelled from Trichy to Singapore during April. Singapore Airlines / Vistara will start new service? Air India Express, Indigo, Scoot will add more service? @TataCompanies @airvistara @FlyWithIX @IndiGo6E @flyscoot @ChangiAirport @SingaporeAir https://t.co/zq9MZQckmZ",2022-05-07 15:56:23+00:00,TrichyAviation,4578,1.52297E+18,"Tiruchirappalli, India."
32,@tejasghongadi @AmexIndia @British_Airways @Finnair @InterMiles @airvistara Is krisflyer still there for conversion?,2022-05-07 15:51:10+00:00,jigar_4046,31,1.52297E+18,"सूरत, भारत"
33,@tejasghongadi @AmexIndia @British_Airways @Finnair @InterMiles @airvistara What about krisflyer conversion ratio?,2022-05-07 15:50:51+00:00,jigar_4046,31,1.52297E+18,"सूरत, भारत"
34,@airvistara @ZeeBusiness @CNBCTV18Live  Vistara Customer care service is very poor and your company is not refunding my money since long without having any reason. why you people are not responding over mail or call. Worst airline worst service.,2022-05-07 15:45:26+00:00,Chetan69061854,11,1.52297E+18,"Mumbai, India"
35,@airvistara Is it possible to transfer vistaar points to kris account (singapore Airlines)?,2022-05-07 15:32:13+00:00,guptab02,110,1.52296E+18,Delhi
36,"@flyspicejet @airvistara @GoFirstairways 
Is there any limit on the max capacity of power Bank which can be carried in hand baggage??",2022-05-07 15:30:01+00:00,z_shubham,21,1.52296E+18,
37,@airvistara I have DM u the details. Ur algorithms are extremely poor and do not identify child and adult are travelling under same pnr. Still u allocate seats in different rows . Poor experience . #tata @RNTata2000 @RNTata2000 @SingaporeAir,2022-05-07 15:18:06+00:00,vinayvkv,53,1.52296E+18,India
38,"@velocerere @Boeing @narendramodi Not true. @airindiain uses B-777 &amp; B-787 on overseas routes. @flyspicejet runs exclusive B-737 fleet. @airvistara has B-737 on few routes, B-787 on overseas routes, @jetairways restart will feature B-737. @PMOIndia us",2022-05-07 15:17:42+00:00,ajayacharya,4406,1.52296E+18,"Bangalore, India"
39,"Many - both cis males and cis females vilify #LGBTIQA+ people. My answer to them is - keep witnessing #LGBTIQA+ existence as we are recognised by bigger and more significant bodies whilst you fade away of your own denial. 
@airvistara and @AirAsiaIndia Thank you so much 🙏🙏🙏 https://t.co/9O3Ssa67oV",2022-05-07 14:54:16+00:00,HrhSudhan,58,1.52295E+18,"Chennai, India"
40,@Iyervval @virsanghvi @airindiain @IndiGo6E @TataCompanies @airvistara Yes am surprised and saddened as  @airvistara was at one point very efficient and my favourite,2022-05-07 14:45:34+00:00,_pallavighosh,222993,1.52295E+18,NOIDA
41,@_pallavighosh @virsanghvi @airindiain @IndiGo6E @TataCompanies @airvistara I’ve given up on Vistara. Chronic management problems. Air India OTOH is declining rapidly in a way I didn’t think was possible.,2022-05-07 14:44:31+00:00,Iyervval,137636,1.52295E+18,"New Delhi, India"
42,@virsanghvi @airindiain @IndiGo6E @TataCompanies My experience with @airvistara too at times,2022-05-07 14:41:40+00:00,_pallavighosh,222993,1.52295E+18,NOIDA
43,@airvistara @TheSanjivKapoor @kmardikar This is absolutely the slowest customer service experience I have ever faced. No response since 24 hours post the first message on details.,2022-05-07 14:34:50+00:00,ReyalVandana,0,1.52295E+18,
44,@DGCAIndia vistara charging premium and this is the service they offer . @RNTata2000 @SingaporeAir @airvistara #Vistara https://t.co/im7KxSkslb,2022-05-07 14:15:59+00:00,vinayvkv,53,1.52294E+18,India
45,"@flyspicejet your service will always remain pathetic! 
Always some changes in time, gate etc...bad management at check-in- baggage and boarding! Regret not going to @airvistara that's the difference of going by the Service.",2022-05-07 14:15:20+00:00,ShalaShaikh,929,1.52294E+18,"Mumbai, India"
46,@airvistara extremely disappointed with ur services . Not allowing me select seats ( even when i have ready to pay) and allocating a seat on different rows for a child and adult. How do u expect child to travel separate,2022-05-07 14:12:34+00:00,vinayvkv,53,1.52294E+18,India
47,@IXCUpdates Current Bombay loads seem to warrant thrice daily for @airvistara @MrrMukherjee . Hope it’s being considered!,2022-05-07 14:04:00+00:00,vchecker,535,1.52294E+18,
48,Convinced that this is certainly a winner as I sit in 985 unable to stop my head bobbing to the bubbly music 🎵🎵🎶 @airvistara https://t.co/8vtUlQRZfd,2022-05-07 14:03:21+00:00,MuditSahai2,84,1.52294E+18,India
49,"@airvistara not allowed to board a flight when I am at counter 30 mins before. But for the next flight ticket that you sold, the departure is in next 15 mins and boarding hasn’t started yet? #fraud",2022-05-07 13:59:27+00:00,ninad1319,22,1.52294E+18,
50,@airvistara as mentioned I always carry Natural Icecream for my parents as they love it and it’s not available there. Indigo allows it. I hope you will also allow it. Please confirm the same,2022-05-07 13:52:52+00:00,SarafPayal,6319,1.52294E+18,Bangalore
51,"@airvistara hello
I am traveling from Bangalore to Guwahati and it’s my first time to this sector on Vistara. I used travel by indigo to Guwahati. Happy to see you operate a direct flight there. I carry natural icecream for my dad when ever I go. I hope",2022-05-07 13:52:52+00:00,SarafPayal,6319,1.52294E+18,Bangalore
52,"My 2nd flight on @airvistara
Felt a bit like old times. 
Warm meal on the house. Chck Biryani, roti &amp; curry, Choco pie. 
Quality tissue paper. Genuinely nice &amp; filling meal. Stewards who carry themselves well. 
Abba playing on pipe. 
Better seats.
UK756 today.",2022-05-07 13:45:58+00:00,VedBorah,1559,1.52294E+18,Assam. Bangalore. 
53,"@airvistara @Pib_MoCA The safety instruction written (in Hindi) in Vistara flight UK-838 is not in a proper way. There should be gap between two words “kursi” “ki”, these two are different with gap. Refer Photo and take corrective action https://t",2022-05-07 13:41:39+00:00,Mukesh43616982,3,1.52293E+18,
54,"RT @tejasghongadi: (1/n) Some soft devaluations in @AmexIndia Rewards portal after all:

@British_Airways 
@Finnair 
@InterMiles 
@airvista…",2022-05-07 13:37:29+00:00,SinghTweet7,103,1.52293E+18,
55,@airvistara hi team i select boarding location as destination location mistakenly so i want to change it. Can u do it please,2022-05-07 13:36:02+00:00,imbalramyadav,7,1.52293E+18,
56,"@DGCAIndia @JM_Scindia @AAI_Official @GoFirstairways @flyspicejet @airvistara @AirAsiaIndia @airindiain @IndiGo6E Since the Covid is almost over now. Y is web check in still a mandatory process? it’s a tool to grab Money at Airport.
Time to Reconsider t",2022-05-07 13:33:45+00:00,danishreshi82,43,1.52293E+18,Srinagar
58,"@tejasghongadi @AmexIndia @British_Airways @Finnair @InterMiles @airvistara Have you got bonus mr points on mrcc card for spend thresholds in may, I Am yet to get that",2022-05-07 13:23:16+00:00,dhavalgandhi007,1171,1.52293E+18,Somewhere in Multiverse 
59,RT @AviationJobsMe: #B787 First Officers @airvistara India #jobs https://t.co/XHBn6AMKEq https://t.co/LHXCms1LKb,2022-05-07 13:22:39+00:00,JFA_unijuntos,566,1.52293E+18,France
60,"@airvistara @airvistara 
It's been a pathetic service all together from vistara not even replying back to the customer.",2022-05-07 13:10:56+00:00,shivams43390095,1,1.52293E+18,
61,@airvistara thanks @airvistara 👍🏻,2022-05-07 13:08:15+00:00,quesadilla02,144,1.52293E+18,"Agartala, India"
62,"RT @airvistara: Flying amongst the clouds! 
Thank you for this amazing shot, @quesadilla02 

The next time you sit by the window on a #Vist…",2022-05-07 13:08:01+00:00,quesadilla02,144,1.52293E+18,"Agartala, India"
63,RT @Hareef2011: @airvistara uk854. Great gesture by air hostess to get me emergency exit row with larger leg room. So thoughtful.  ❤️ vista…,2022-05-07 13:00:22+00:00,Hareef2011,9,1.52292E+18,
64,@airvistara uk854. Great gesture by air hostess to get me emergency exit row with larger leg room. So thoughtful.  ❤️ vistara. https://t.co/ecddRBgq4N,2022-05-07 12:54:37+00:00,Hareef2011,9,1.52292E+18,
65,@airvistara Missed my flight today from ded-blr(uk865). any refund possible?,2022-05-07 12:52:16+00:00,srikanthyadake,39,1.52292E+18,Bangalore
66,@CriticContra @airvistara @IXCUpdates @Vinamralongani @Deaphen Exactly!,2022-05-07 12:47:53+00:00,sakshay_bhatia,267,1.52292E+18,"Chandigarh, India"
68,@airvistara @quesadilla02 The view from the other side 😊 #VistaraView https://t.co/WhzQGGqAbp,2022-05-07 12:35:42+00:00,isunil1612,9,1.52292E+18,"New Delhi, India"
69,@ShafaqMahfooz @makemytrip @airvistara @British_Airways Sorry to hear about your unpleasant experience. We will do all we can to assist you with the best resolution possible. We would request you to please allow us 24-48 hours while we sort this issue for,2022-05-07 12:34:37+00:00,makemytripcare,35085,1.52292E+18,"Gurgaon, India"
70,@drkitp @AmexIndia @British_Airways @Finnair @InterMiles @airvistara Absolutely. And similar thoughts on Intermiles too. 😂,2022-05-07 12:33:28+00:00,tejasghongadi,4722,1.52292E+18,India
71,"@shivangi094 @happyeasygo @airvistara If you want to take any legal action against them so that you can get your money back sooner, get in touch with @getmyrefundin",2022-05-07 12:31:31+00:00,ShilpaP16548229,111,1.52292E+18,
72,RT @Tarunvijay: It was a pleasant surprise to see @airvistara #Udaipur celebrating revolutionary freedom fighter #AlluriSitaramRaju’s birth…,2022-05-07 12:26:44+00:00,PratickJha,97,1.52292E+18,"DBG, Kol, GUI, Mum, Pun"
73,"@airvistara  Hey Vistara!!!
Please update your staff in Kathmandu for cancellation of #UK156. And help us to further itinerary update.
We are really looking for co-operative behaviour.

Hope you’re listening 🙏🏻",2022-05-07 12:23:46+00:00,Rohit0504,5,1.52292E+18,india
74,"@GaryDaGamezone @airvistara #airvistara  Its been 2 days , no revert of my DM.. U guys busy replying others..  I will file an FIR now, no other option with me.",2022-05-07 12:18:04+00:00,AartigauravPuri,1,1.52291E+18,
75,"@pawan_sharma10 @airvistara If you want to take any legal action against them so that you can get your money back sooner, get in touch with @getmyrefundin",2022-05-07 12:13:20+00:00,neha995,100,1.52291E+18,Pune
76,"@atishub @joybhattacharj @airvistara If you want to take any legal action against them so that you can get your money back sooner, get in touch with @getmyrefundin",2022-05-07 12:13:04+00:00,neha995,100,1.52291E+18,Pune
77,@airvistara UK817 Del to Bangalore 6 May - yet another great service by your inflight crew. Palak and inflight supervisor Nikita (hope I remember the name correctly) they both me me feel as if I am a guest at their home. Superlative degree of service and ,2022-05-07 12:10:54+00:00,abbasisonly,116,1.52291E+18,"Gurgaon, India"
78,"@airvistara 
Dear Vistara 
It is quite surprising that you don’t provide usb charging ports on premium economy but do so on all economy class seats …. 
Are you sure this the way you want to treat those who pay extra?",2022-05-07 12:05:04+00:00,Anirudh19615567,10,1.52291E+18,
79,"@satyaprakash310 @makemytrip @airvistara @DGCAIndia If you want to take any legal action against them so that you can get your money back sooner, get in touch with @getmyrefundin",2022-05-07 12:03:01+00:00,neha995,100,1.52291E+18,Pune
80,@khabri_lal @sakshay_bhatia @airvistara @IXCUpdates @Vinamralongani @Deaphen Old days... I gladly gave up the one stop 9W to save 1 hour on I5 but 6E was quick to mirror it.,2022-05-07 11:43:03+00:00,CriticContra,11,1.5229E+18,India
81,"@airvistara Hi my mum will be travelling back from Amritsar to London on the 18th.
Can you please confirm if she will need to do a covid test before the flight?",2022-05-07 11:35:46+00:00,SharanThompson1,9,1.5229E+18,"Wolverhampton, England"
82,@tejasghongadi @AmexIndia @British_Airways @Finnair @InterMiles @airvistara I guess amex realized no one in their right mind was going to transfer to vistara at that ratio. Good riddance.,2022-05-07 11:32:58+00:00,drkitp,164,1.5229E+18,"Delhi, Kathmandu, WashingtonDC"
83,"@airvistara I want to book three tickets for my family Delhi-Singapore-Delhi. I am unable to access the special summar time fares you have announced ie ₹18499 for return all inclusive fare yesterday in the Hindustan Times. 
Could you please advise me /",2022-05-07 11:31:58+00:00,vinod_chhabra,9,1.5229E+18,
84,"@sakshay_bhatia @airvistara @IXCUpdates @Vinamralongani @Deaphen and Thankfully the legacy route shows J class now. 
The new one comes as All Eco.",2022-05-07 11:28:29+00:00,CriticContra,11,1.5229E+18,India
85,#B787 First Officers @airvistara India #jobs https://t.co/XHBn6AMKEq https://t.co/LHXCms1LKb,2022-05-07 11:23:55+00:00,AviationJobsMe,46522,1.5229E+18,Worldwide
86,@GadhiaVinesh @airvistara @jetairways Jet airways used to serve full meal on same timings .. this is very bad service with bland sandwich..,2022-05-07 11:20:49+00:00,SameeSuhail,103,1.5229E+18,india
87,@airvistara Can you kindly help me with the twitter handle of #MrFeroz ?,2022-05-07 11:19:07+00:00,shahidSdar,3,1.5229E+18,
88,"@airvistara hey Vistara, I called back on the number and was informed there is no person by the name Sonal who had called me
Stop the lies please",2022-05-07 11:17:59+00:00,scorpionich,533,1.5229E+18,"Bombay, India "
89,@airvistara what’s the point of having a priority tag when bags come out last - EVERY WEEK in Delhi! 🤷🏽‍♂️ Fix your system please!!!!!,2022-05-07 11:02:43+00:00,ArjunVagale,606506,1.52289E+18,Earth
90,@airvistara - What a fantastic flight safety instructions video in the flight to #Dubai  Very different and very attractive to the customer.,2022-05-07 11:00:56+00:00,kumarbhagat,25,1.52289E+18,Dubai
91,@airvistara But why not? It's a food item only,2022-05-07 10:52:27+00:00,anubhavgoyaI,52,1.52289E+18,"Bengaluru, India"
92,@airvistara SMADU4,2022-05-07 10:49:50+00:00,tanyamaini,6,1.52289E+18,India
93,"Hey @amazonIN I was trying to book ticket from IXC-BLR through @airvistara but unable to, as last name should've atleast 2 characters. How can someone with 1 char initial as last name book ticket then!",2022-05-07 10:41:37+00:00,keremanesantosh,139,1.52289E+18,"Bengaluru, India"
94,RT @ShafaqMahfooz: @makemytrip I have made the booking on 27th of April for a flight on 25th of May from Edinburgh to Lucknow. @British_Air…,2022-05-07 10:22:12+00:00,Flight_Refunds,14768,1.52288E+18,"London, UK"
95,"This is exactly what @airvistara
Did to me
https://t.co/90op1Nibqs",2022-05-07 10:13:13+00:00,Dsouzadoo,72,1.52288E+18,United Kingdom
96,@makemytrip I have made the booking on 27th of April for a flight on 25th of May from Edinburgh to Lucknow. @British_Airways cancelled the flight from EDI to LHR but @airvistara flight from LHR to LKO is good. Neither of you is taking the responsibility f,2022-05-07 10:13:10+00:00,ShafaqMahfooz,1,1.52288E+18,
97,@makemytrip Last call I received was on 5th May asking for another 24hrs to get a resolution on my ticket! It's been 2 days now! Is this a joke? @British_Airways @airvistara  Please take responsibility for the flight cancellation and help me with a new bo,2022-05-07 10:10:48+00:00,ShafaqMahfooz,1,1.52288E+18,
99,It was a pleasant surprise to see @airvistara #Udaipur celebrating revolutionary freedom fighter #AlluriSitaramRaju’s birth anniv in their inflight announcement . Is it a new policy @JM_Scindia ji? Or just an individual airline’s initiative? Felt great and proud. @kishanreddybjp https://t.co/ANPTBGjMLq,2022-05-07 10:06:29+00:00,Tarunvijay,148790,1.52288E+18,Dehradun/Delhi. 
100,@airvistara can we take pickles in cabin luggage?,2022-05-07 10:04:15+00:00,anubhavgoyaI,52,1.52288E+18,"Bengaluru, India"
101,@airvistara Hi @airvistara any updates on this? Been 5 hours. Is it that complicated?,2022-05-07 09:59:33+00:00,amolkr,182,1.52288E+18,
102,"@airvistara @jetairways Noted! This meal box, packed with sugar, has become norm in all flights in economy@cabin across timing but it’s really bad during lunch &amp; dinner times. You guys need to stand up to your reputation &amp; brand! Just imagine th",2022-05-07 09:56:52+00:00,GadhiaVinesh,1098,1.52288E+18,"Navi Mumbai, India"
103,@airvistara hey Vistara have the decency of replying to my DM for your lousy service on the flight last evening BLR BOM,2022-05-07 09:51:52+00:00,scorpionich,533,1.52288E+18,"Bombay, India "
104,"@airvistara For those moments when the credit is due:
Luggage on belt before passengers could even reach the belt. Delightfully efficient this time.",2022-05-07 09:48:43+00:00,A_M_Deshmukh,281,1.52288E+18,Mumbai
106,@happyeasygo @airvistara @jagograhakjago this is the reply from happyeasygo after I told them that I have registered a complaint against them. In the past 4 months this is the only type of mail i have received.Completepy Automated. Zero resolution. https:,2022-05-07 09:22:39+00:00,shivangi094,7,1.52287E+18,
107,@airvistara Could you please help me further I have been left with no information again since yesterday,2022-05-07 09:20:27+00:00,maya_sravannthi,373,1.52287E+18,"Hyderabad, India"
108,"@airvistara it was an awesome experience with Vistara at UK 838 (6/05/22). Truly an ecstatic and wonderful experience with Vistara. Special regards to Ms Kaveri -The inflight supervisor, for the care and warmth shown by her throughout the journey.   Keep ",2022-05-07 09:12:19+00:00,rupnee,28,1.52287E+18,
109,"On board @airvistara UK878 at peak lunch time ( 1-230 pm ) instead of proper meal, this refreshment is served which is not only inappropriate for the time but everything is sugary &amp; unhealthy! Unexpected from full service airlines &amp; resulting in eroding brand value! https://t.co/n7IhbmG3JL",2022-05-07 09:04:49+00:00,GadhiaVinesh,1098,1.52287E+18,"Navi Mumbai, India"
111,"@airvistara 
Hey Vistara you want to run a service, start with bullock carts 
Cheapo airline",2022-05-07 08:42:48+00:00,scorpionich,533,1.52286E+18,"Bombay, India "
112,@airvistara Nikita is in call with me .. no support making fool only still in call,2022-05-07 08:42:34+00:00,PushkarRaghav4,6,1.52286E+18,
113,"(1/n) Some soft devaluations in @AmexIndia Rewards portal after all:

@British_Airways 
@Finnair 
@InterMiles 
@airvistara 

Removed from Airline Transfer Partners.

The conversion ratios of all existing partners remain the same.",2022-05-07 08:41:27+00:00,tejasghongadi,4722,1.52286E+18,India
114,"@airvistara 
Pathetic cabin service on yest flight UK850 BLR BOM",2022-05-07 08:38:04+00:00,scorpionich,533,1.52286E+18,"Bombay, India "
115,@airvistara Concern I will tell you later but where is your agent? Still on hold .. why you are cheating ?,2022-05-07 08:29:37+00:00,PushkarRaghav4,6,1.52286E+18,
116,@airvistara you were about to call me for my DMed issue. But im waiting since three days,2022-05-07 08:26:31+00:00,iPoonamRalh,1033,1.52286E+18,"Ludhiana, India"
117,"@airvistara your agent putted me on hold .. still in call .. my no 9891083381.
Almost 1 hour gone I think you guys need 1 day ? https://t.co/ZpRfTJ8IQB",2022-05-07 08:25:49+00:00,PushkarRaghav4,6,1.52286E+18,
118,@GoFirstairways @airvistara @flyspicejet is there an option of group booking?,2022-05-07 08:21:46+00:00,goyal24vaibhav,160,1.52285E+18,Chandigarh
119,@airvistara still in the call but your customer making fool from 1 hour. Calling no 9891083381 https://t.co/r6Gjnvpdfr,2022-05-07 08:19:07+00:00,PushkarRaghav4,6,1.52285E+18,
120,@airvistara Thanks for your reply as always. My booking reference is 8492702221,2022-05-07 08:11:14+00:00,ovais2009,4,1.52285E+18,Qatar
122,RT @sandeepsn29: @cskkanu @TheSanjivKapoor @IndiGo6E @airvistara @airindiain @GEAviation @vaastavngo @sifchandigarh @SFFNGO @DaamanNGO @sif…,2022-05-07 08:04:29+00:00,Justice4men3,101,1.52285E+18,
123,RT @swarup1972: @cskkanu @TheSanjivKapoor @IndiGo6E @airvistara @airindiain @GEAviation @vaastavngo @sifchandigarh @SFFNGO @DaamanNGO @sifn…,2022-05-07 08:04:26+00:00,Justice4men3,101,1.52285E+18,
124,@airvistara It’s just a matter of extra SH in the name that’s added,2022-05-07 08:00:53+00:00,adiohri,277,1.52285E+18,
125,@airvistara Thank you I am still waiting for the resolution.,2022-05-07 07:56:15+00:00,rajeshnathani,65,1.52285E+18,India
126,@eDreams Can anyone pls help me witj this for God sake. It seema your customer agents are working like robots. Cant answer my single query properly @airvistara please advise how can i change the dates ? https://t.co/eRR5aA21Hb,2022-05-07 07:53:58+00:00,ovais2009,4,1.52285E+18,Qatar
127,"@airvistara And still managing to screw up the boarding experience, getting the flight delayed, i mean what was the hassle for? A monumental screw up!",2022-05-07 07:53:23+00:00,vipulkacker,84,1.52285E+18,"Here, There, Everywhere!!"
128,"@airvistara this is about yesterday's afternoon's flight from Goa to Delhi , UK848, while i do appreciate the staff for a wonderful in flight experience and the meal was good as well, i want to know the logic behind pushing the flight time earlier by 5 mi",2022-05-07 07:51:06+00:00,vipulkacker,84,1.52285E+18,"Here, There, Everywhere!!"
129,"@airvistara i have seen Kailash Kher do this with all airlines he has traveled with. when ever he posts  something about  each airline, he often mentions the entire staff by name. can't wait to try you guys outt when i might come to india again.",2022-05-07 07:49:50+00:00,rafiei_nicki,4,1.52285E+18,gothenburg Sweden 
130,@airvistara Priyanka that’s absolutely uncalled for and harassment. Please help in updating with name. None other flight had this issue. Who made these rules which aren’t causing trauma like this.,2022-05-07 07:36:58+00:00,adiohri,277,1.52284E+18,
131,@happyeasygo I have shared this so many times. After 3-4 please stop asking for repetitive details. Covid certificate as well as cancellation approval from @airvistara  was shared on mail. @happyeasygo  please refund. I'm escalating this case to consumer ,2022-05-07 07:33:34+00:00,shivangi094,7,1.52284E+18,
132,@airvistara @MoCA_GoI @JM_Scindia @consaff @TataCompanies @SingaporeAir Cause you will now be free to sell that seat again.,2022-05-07 07:33:13+00:00,MumbaiManic,2,1.52284E+18,"मुंबई, भारत"
133,@happyeasygo @happyeasygo I am talking about Shivangi’s refund. Please read the tweets properly rather than replying to one of the million issues that you have solved. @airvistara @consumerforum_ @Shib4577,2022-05-07 07:33:05+00:00,AkshatMandloi6,3,1.52284E+18,
